Packet_Nbre,Time,Cycle,PC,Instr,HPM0(Cycles),HPM2(INSTR),HPM3(LD_STALL),HPM4(JMP_STALL),HPM5(IMISS),HPM6(LD),HPM7(ST),HPM8(JUMP),HPM9(BRANCH),HPM10(BRANCH_TAKEN),HPM11(COMP_INSTR)
                   0,    2101184,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0
                   0,    2101185,                   1,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0
                   0,    2101186,                   2,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0
                   0,    2101187,                   3,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0
                   0,    2101188,                   4,                   1,                   0,                   0,                   0,                   0,                   0,                   1,                   0,                   0,                   1
                   0,    2101189,                   5,                   1,                   0,                   0,                   0,                   0,                   0,                   1,                   0,                   0,                   1
                   0,    2101190,                   6,                   2,                   0,                   0,                   1,                   0,                   0,                   1,                   0,                   0,                   2
                   0,    2101191,                   7,                   2,                   0,                   0,                   1,                   0,                   0,                   1,                   0,                   0,                   2
                   0,    2101192,                   8,                   3,                   0,                   0,                   2,                   0,                   0,                   1,                   0,                   0,                   2
                   0,    2101193,                   9,                   3,                   0,                   0,                   2,                   0,                   0,                   1,                   0,                   0,                   2
                   0,    2101194,                  10,                   4,                   0,                   0,                   3,                   0,                   0,                   1,                   0,                   0,                   3
                   0,    2101195,                  11,                   4,                   0,                   0,                   3,                   0,                   0,                   1,                   0,                   0,                   3
                   0,    2101196,                  12,                   5,                   0,                   0,                   4,                   0,                   0,                   1,                   0,                   0,                   3
                   0,    2101197,                  13,                   5,                   0,                   0,                   5,                   0,                   0,                   1,                   0,                   0,                   3
                   0,    2101198,                  14,                   5,                   0,                   0,                   6,                   0,                   0,                   1,                   0,                   0,                   3
                   0,    2101199,                  15,                   5,                   0,                   0,                   7,                   0,                   0,                   1,                   0,                   0,                   3
                   0,    2101200,                  16,                   5,                   0,                   0,                   8,                   0,                   0,                   1,                   0,                   0,                   3
                   0,    2101201,                  17,                   5,                   0,                   0,                   9,                   0,                   0,                   1,                   0,                   0,                   3
                   0,    2101202,                  18,                   5,                   0,                   0,                  10,                   0,                   0,                   1,                   0,                   0,                   3
                   0,    2101203,                  19,                   5,                   0,                   0,                  11,                   0,                   0,                   1,                   0,                   0,                   3
                   0,    2101204,                  20,                   5,                   0,                   0,                  12,                   0,                   0,                   1,                   0,                   0,                   3
                   0,    2101205,                  21,                   5,                   0,                   0,                  13,                   0,                   0,                   1,                   0,                   0,                   3
                   0,    2101206,                  22,                   5,                   0,                   0,                  14,                   0,                   0,                   1,                   0,                   0,                   3
                   0,    2101207,                  23,                   5,                   0,                   0,                  15,                   0,                   0,                   1,                   0,                   0,                   3
                   0,    2101208,                  24,                   5,                   0,                   0,                  16,                   0,                   0,                   1,                   0,                   0,                   3
                   0,    2101209,                  25,                   5,                   0,                   0,                  17,                   0,                   0,                   1,                   0,                   0,                   3
                   0,    2101210,                  26,                   5,                   0,                   0,                  18,                   0,                   0,                   1,                   0,                   0,                   3
                   0,    2101211,                  27,                   5,                   0,                   0,                  19,                   0,                   0,                   1,                   0,                   0,                   3
                   0,    2101212,                  28,                   5,                   0,                   0,                  19,                   0,                   0,                   1,                   0,                   0,                   3
                   0,    2101213,                  29,                   6,                   0,                   0,                  20,                   0,                   0,                   1,                   0,                   0,                   3
                   0,    2101214,                  30,                   6,                   0,                   0,                  20,                   0,                   0,                   1,                   0,                   0,                   3
                   0,    2101215,                  31,                   7,                   0,                   0,                  21,                   0,                   0,                   1,                   0,                   0,                   3
                   0,    2101216,                  32,                   7,                   0,                   0,                  21,                   0,                   0,                   1,                   0,                   0,                   3
                   0,    2101217,                  33,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101218,                  34,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101219,                  35,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101220,                  36,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101221,                  37,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101222,                  38,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101223,                  39,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101224,                  40,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101225,                  41,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101226,                  42,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101227,                  43,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101228,                  44,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101229,                  45,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101230,                  46,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101231,                  47,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101232,                  48,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101233,                  49,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101234,                  50,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101235,                  51,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101236,                  52,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101237,                  53,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101238,                  54,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101239,                  55,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101240,                  56,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101241,                  57,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101242,                  58,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101243,                  59,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101244,                  60,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101245,                  61,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101246,                  62,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101247,                  63,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101248,                  64,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101249,                  65,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101250,                  66,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101251,                  67,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101252,                  68,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101253,                  69,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101254,                  70,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101255,                  71,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101256,                  72,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101257,                  73,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101258,                  74,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101259,                  75,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101260,                  76,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101261,                  77,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101262,                  78,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101263,                  79,                   8,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   3
                   0,    2101264,                  80,                   9,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   4
                   0,    2101265,                  81,                  10,                   0,                   0,                  22,                   1,                   0,                   1,                   0,                   0,                   5
                   0,    2101266,                  82,                  11,                   0,                   0,                  23,                   1,                   0,                   1,                   1,                   0,                   5
                   0,    2101267,                  83,                  11,                   0,                   0,                  23,                   1,                   0,                   1,                   1,                   0,                   5
                   0,    2101268,                  84,                  12,                   0,                   0,                  23,                   1,                   1,                   1,                   1,                   0,                   6
                   1,    2101269,                  85,                  13,                   0,                   0,                  23,                   1,                   1,                   1,                   1,                   0,                   6
                   1,    2101270,                  86,                  13,                   0,                   0,                  23,                   1,                   1,                   1,                   1,                   0,                   6
                   1,    2101271,                  87,                  13,                   0,                   0,                  23,                   1,                   1,                   1,                   1,                   0,                   6
                   1,    2101272,                  88,                  13,                   0,                   0,                  23,                   1,                   1,                   1,                   1,                   0,                   6
                   1,    2101273,                  89,                  13,                   0,                   0,                  23,                   1,                   1,                   1,                   1,                   0,                   6
                   1,    2101274,                  90,                  13,                   0,                   0,                  23,                   1,                   1,                   1,                   1,                   0,                   6
                   1,    2101275,                  91,                  13,                   0,                   0,                  23,                   1,                   1,                   1,                   1,                   0,                   6
                   1,    2101276,                  92,                  13,                   0,                   0,                  23,                   1,                   1,                   1,                   1,                   0,                   6
                   1,    2101277,                  93,                  14,                   0,                   0,                  23,                   1,                   1,                   1,                   1,                   0,                   7
                   1,    2101278,                  94,                  15,                   0,                   0,                  24,                   1,                   1,                   1,                   1,                   0,                   7
                   1,    2101279,                  95,                  15,                   0,                   0,                  25,                   1,                   1,                   1,                   1,                   0,                   7
                   1,    2101280,                  96,                  15,                   0,                   0,                  26,                   1,                   1,                   1,                   1,                   0,                   7
                   1,    2101281,                  97,                  15,                   0,                   0,                  27,                   1,                   1,                   1,                   1,                   0,                   7
                   1,    2101282,                  98,                  15,                   0,                   0,                  28,                   1,                   1,                   1,                   1,                   0,                   7
                   1,    2101283,                  99,                  15,                   0,                   0,                  29,                   1,                   1,                   1,                   1,                   0,                   7
                   1,    2101284,                 100,                  15,                   0,                   0,                  30,                   1,                   1,                   1,                   1,                   0,                   7
                   1,    2101285,                 101,                  15,                   0,                   0,                  31,                   1,                   1,                   1,                   1,                   0,                   7
                   1,    2101286,                 102,                  15,                   0,                   0,                  32,                   1,                   1,                   1,                   1,                   0,                   7
                   1,    2101287,                 103,                  15,                   0,                   0,                  33,                   1,                   1,                   1,                   1,                   0,                   7
                   1,    2101288,                 104,                  15,                   0,                   0,                  34,                   1,                   1,                   1,                   1,                   0,                   7
                   1,    2101289,                 105,                  15,                   0,                   0,                  35,                   1,                   1,                   1,                   1,                   0,                   7
                   1,    2101290,                 106,                  15,                   0,                   0,                  36,                   1,                   1,                   1,                   1,                   0,                   7
                   1,    2101291,                 107,                  15,                   0,                   0,                  37,                   1,                   1,                   1,                   1,                   0,                   7
                   1,    2101292,                 108,                  15,                   0,                   0,                  38,                   1,                   1,                   1,                   1,                   0,                   7
                   1,    2101293,                 109,                  15,                   0,                   0,                  39,                   1,                   1,                   1,                   1,                   0,                   7
                   1,    2101294,                 110,                  15,                   0,                   0,                  40,                   1,                   1,                   1,                   1,                   0,                   7
                   1,    2101295,                 111,                  15,                   0,                   0,                  41,                   1,                   1,                   1,                   1,                   0,                   7
                   1,    2101296,                 112,                  15,                   0,                   0,                  42,                   1,                   1,                   1,                   1,                   0,                   7
                   1,    2101297,                 113,                  15,                   0,                   0,                  42,                   1,                   1,                   1,                   1,                   0,                   7
                   1,    2101298,                 114,                  16,                   0,                   0,                  42,                   1,                   1,                   2,                   1,                   0,                   8
                   1,    2101299,                 115,                  16,                   0,                   0,                  43,                   1,                   1,                   2,                   1,                   0,                   8
                   1,    2101300,                 116,                  16,                   0,                   0,                  44,                   1,                   1,                   2,                   1,                   0,                   8
                   1,    2101301,                 117,                  16,                   0,                   0,                  44,                   1,                   1,                   2,                   1,                   0,                   8
                   1,    2101302,                 118,                  17,                   0,                   0,                  45,                   1,                   1,                   2,                   1,                   0,                   9
                   1,    2101303,                 119,                  17,                   0,                   0,                  45,                   1,                   1,                   2,                   1,                   0,                   9
                   1,    2101304,                 120,                  18,                   0,                   0,                  45,                   1,                   2,                   2,                   1,                   0,                  10
                   1,    2101305,                 121,                  19,                   0,                   0,                  45,                   1,                   2,                   2,                   1,                   0,                  10
                   1,    2101306,                 122,                  19,                   0,                   0,                  46,                   1,                   2,                   2,                   1,                   0,                  10
                   1,    2101307,                 123,                  19,                   0,                   0,                  46,                   1,                   2,                   2,                   1,                   0,                  10
                   1,    2101308,                 124,                  19,                   0,                   0,                  46,                   1,                   2,                   2,                   1,                   0,                  10
                   1,    2101309,                 125,                  19,                   0,                   0,                  46,                   1,                   2,                   2,                   1,                   0,                  10
                   1,    2101310,                 126,                  19,                   0,                   0,                  46,                   1,                   2,                   2,                   1,                   0,                  10
                   1,    2101311,                 127,                  19,                   0,                   0,                  46,                   1,                   2,                   2,                   1,                   0,                  10
                   1,    2101312,                 128,                  20,                   0,                   0,                  46,                   1,                   3,                   2,                   1,                   0,                  11
                   1,    2101313,                 129,                  21,                   0,                   0,                  46,                   1,                   3,                   2,                   1,                   0,                  12
                   1,    2101314,                 130,                  22,                   0,                   0,                  46,                   2,                   3,                   2,                   1,                   0,                  12
                   1,    2101315,                 131,                  23,                   0,                   0,                  47,                   2,                   4,                   2,                   1,                   0,                  13
                   1,    2101316,                 132,                  23,                   0,                   0,                  48,                   2,                   4,                   2,                   1,                   0,                  13
                   1,    2101317,                 133,                  23,                   0,                   0,                  49,                   2,                   4,                   2,                   1,                   0,                  13
                   1,    2101318,                 134,                  23,                   0,                   0,                  50,                   2,                   4,                   2,                   1,                   0,                  13
                   1,    2101319,                 135,                  23,                   0,                   0,                  51,                   2,                   4,                   2,                   1,                   0,                  13
